Name,Rating,Pricing,URL,Latitude,Longitude,Transactions,Location,Phone,Display Phone,Distance,Reviews,Review Count,Cuisine,Restaurant ID,Number of Reviews
Bulbap Grill,4,,https://www.yelp.com/biz/bulbap-grill-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.76508,-73.99128,"['delivery', 'pickup']","746 10th Ave, Fl 1, New York, NY 10019",+16464787567,(646) 478-7567,6511.558546909851,"[{'text': 'I got the bimbimbap and it was really tasty. I think it cost me ~$18 after taxes and tips. Pretty affordable for the area. \n\nAll the different parts of the...', 'reviewer': 'Ethan C.', 'reviewer_id': 'BlEFaYZcsKr73cCMix-sbw', 'rating': 5}, {'text': ""Great spot for some casual yet authentic Korean food. It's not the kind of formal Korean restaurant that gives you a bunch of side dishes, but it certainly..."", 'reviewer': 'Stephen L.', 'reviewer_id': '_uei-azt3lmVoGXwhiytGA', 'rating': 4}, {'text': 'Food\nWas \nOk\nBut just no sidedishes were serving with main dishes.  Hope they have lil bit more side dishes choice.', 'reviewer': 'Zinua K.', 'reviewer_id': 'ih6DIKFNwtl0RHNL8CHm9g', 'rating': 4}]",3,"K, o, r, e, a, n",LbuBN_aP9GW_Y0lT1et5Yg,46
Oiji Mi,1,$$$$,https://www.yelp.com/biz/oiji-mi-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.73966,-73.99247,[],"17 W 19th St, New York, NY 10011",+12122561259,(212) 256-1259,3780.8649037072364,"[{'text': ""My friend had been to the original restaurant (Oiji) and highly recommended it, so it was one of my must-go's while in NYC and it did not..."", 'reviewer': 'Elaine W.', 'reviewer_id': 'JUFi8YGqCIpEgUceD0OEVQ', 'rating': 5}, {'text': ""i'll start off by saying the service here really is amazing and the food is also delicious- but the reason i'm giving it four stars is because of the price...."", 'reviewer': 'Jessalyn L.', 'reviewer_id': 'F-x9Oxq8hVo-KYQgYPpPQQ', 'rating': 4}, {'text': 'Service is about delivering pleasure to customers. This place does not fit that criterion. \n\nI am writing this review, the first one I have ever written in...', 'reviewer': 'Glory L.', 'reviewer_id': '-jEIVTXSXzOm88QV-1_yHg', 'rating': 1}]",3,"K, o, r, e, a, n",An1_BlhLJDZomxI91SBv7g,131
Los Tacos No.1,5,$,https://www.yelp.com/biz/los-tacos-no-1-new-york-10?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.726157,-73.9946634,[],"340 Lafayette St, New York, NY 10012",,,2492.890847800562,"[{'text': ""5/5!! Highly recommend if you are in the city. Quick and great service. Amazing tacos, I would say this are the best tacos I've tried so far. I got one..."", 'reviewer': 'Macarena H.', 'reviewer_id': 'lZiaz3ynINjXNPBVsECEug', 'rating': 5}, {'text': 'Service is quick- you order at the counter, hand your receipt to the staff and they assemble your taco. There are limes, chili peppers and salsas along the...', 'reviewer': 'Stephanie L.', 'reviewer_id': 'PpHdNqX7zMsXBsyMuSEmIA', 'rating': 5}, {'text': ""My favorite tacos!! Nothing beats grabbing 2-3 tacos and a horchata. Even if there's a line, don't let it deter you because it goes fast. \n\nI'm so glad they..."", 'reviewer': 'Anna D.', 'reviewer_id': 'SYJzu_zmWTKwVhWtMfGgtQ', 'rating': 5}]",3,"T, a, c, o, s",XPbcjRWxumT4ZQr-7uqOAw,103
Boulton & Watt,5,$$,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.722553,-73.986429,"['delivery', 'pickup']","5 Ave A, New York, NY 10009",+16464906004,(646) 490-6004,1817.076945704451,"[{'text': 'Great service, food and drinks! Shout out to Kara, Isabel(izzie) and Brian for great service for first timers. When in NY you have to go here!', 'reviewer': 'James C.', 'reviewer_id': 'ruwDexc8kRAtKsVtXRqvOQ', 'rating': 5}, {'text': 'I absolutely love this place! Delicious food, always consistent quality when I come back, and the staff is so so kind. They are great with pets (even bring...', 'reviewer': 'Jeanne P.', 'reviewer_id': 'daxa5cgHtzJCP9WDfEzNAg', 'rating': 5}, {'text': ""I was looking for a great place to watch the Bills game and found this. It was loaded with Bills fans and wasn't too packed like a few of the sports bars in..."", 'reviewer': 'Brandon G.', 'reviewer_id': 'DzGpeEu3_6BihSKSKLpV-Q', 'rating': 5}]",3,"A, m, e, r, i, c, a, n,  , (, N, e, w, )",Cz6It2NB_QBXCjnlsWGZSA,718
LaLou,2,,https://www.yelp.com/biz/lalou-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.680311,-73.967596,['delivery'],"581 Vanderbilt Ave, Brooklyn, NY 11238",+17188579463,(718) 857-9463,3141.9329377193294,"[{'text': ""As a '90s kid, I'm old enough to remember when bread and butter were not merely free but also expected at many restaurants. My parents surely appreciated..."", 'reviewer': 'Jeff O.', 'reviewer_id': 'gtOZPEyH0iLKHVQszdqqjg', 'rating': 4}, {'text': 'I was excited to try this restaurant with a great atmosphere and backyard, but it was disappointing. The service was not good, taking multiples tries and...', 'reviewer': 'Sarah S.', 'reviewer_id': 'pIyJDc9VGDQpn3rA38WwnA', 'rating': 3}, {'text': 'We chose Lalou because we saw the pictures of the food of this restaurant, but unfortunately many things that caught my eye on the pictures such as raw...', 'reviewer': 'Olga R.', 'reviewer_id': 'L7rjoU_5JFRVnR_3ScGQaQ', 'rating': 2}]",3,"W, i, n, e,  , B, a, r, s",8ucQ3A7f6h9_PkKStYBkQA,88
Zest Ramen,3,$$,https://www.yelp.com/biz/zest-ramen-new-york-8?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71816,-73.99186,"['delivery', 'pickup', 'restaurant_reservation']","112 Eldridge St, New York, NY 10002",+12122262801,(212) 226-2801,1621.7297495167466,"[{'text': 'Loved this cute little place! They have happy hour that ends at 7pm (our gyoza was $5!!!), which was a really nice surprise. \n\nNomz: I had the pork tonkotsu...', 'reviewer': 'Veronica H.', 'reviewer_id': 'jH4neSuhaxEoPGBmpNNK5Q', 'rating': 5}, {'text': 'I only give this place 4/5 due to lack of an accessible entrance to wheelchair users(2 steep steps to entry). Otherwise, loved this spot!\n\nFood was...', 'reviewer': 'Laura T.', 'reviewer_id': 'HkhmlHHj-8iGBTcVG_fs6Q', 'rating': 4}, {'text': '3/5\n\nZest (26th Bowl out of 100)\n\nTontotsu - $15.\n\nBroth - 3/5. Creamy but salty.\n\nCha shu - 5/5. IT MELTS IN YOUR MOUTH!!!\n\nNoodles - 4/5. Thin noodles....', 'reviewer': 'Donald K.', 'reviewer_id': 'lnhsAi3Sia4umNhsUZt3hA', 'rating': 3}]",3,"R, a, m, e, n",G9SWgxH65OBQaJaE8dHkbw,318
Maite,5,$$,https://www.yelp.com/biz/maite-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.69924,-73.926797,['delivery'],"159 Central Ave, Brooklyn, NY 11221",+17183663090,(718) 366-3090,4483.31521167157,"[{'text': ""I've been coming here for a few months now and I normally don't write reviews for places but I just HAD to for Maite! First of all, the decor ambiance is so..."", 'reviewer': 'Nicollet L.', 'reviewer_id': '8DT8ONjAQVth1jBPaVVKsg', 'rating': 5}, {'text': 'This woman owned Colombian European restaurant has mismatched furniture and raunchy photos all over. This has been one of the best meals I had in a while....', 'reviewer': 'Geraldine E.', 'reviewer_id': 'YheIxiKeEaVlJhhynUWhTw', 'rating': 5}, {'text': ""We went early on a Saturday night and had a reservation but there were plenty of tables. I didn't get any photos of the food because I inhaled it so..."", 'reviewer': 'Portia Apple M.', 'reviewer_id': 'B3lmbXoBrzVPv01o_bKUQA', 'rating': 5}]",3,"M, e, d, i, t, e, r, r, a, n, e, a, n",Om6KGbN524K6pu9IkPT0Rg,216
Jerrell's BETR BRGR - Hoboken,5,,https://www.yelp.com/biz/jerrells-betr-brgr-hoboken-hoboken?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.74096,-74.03016,[],"324 Washington St, Hoboken, NJ 07030",,,5719.993807472713,"[{'text': 'Excellent spot.\n\n1) Their burgers are amazing. \n2) This place is 100% vegan, but the food is top notch. \n3) Their fires are unbelievable.', 'reviewer': 'Dewan A.', 'reviewer_id': '93i3SmY9se2iDQ8mqv5WOA', 'rating': 5}, {'text': ""I've always loved Jerrell's in NYC and was happy to see they have expanded to an actual sit down spot in Hoboken! The burgers are so delish that even my..."", 'reviewer': 'Sharm S.', 'reviewer_id': 'ELW-5I7kasrDpRh-mDnqQQ', 'rating': 5}]",2,"B, u, r, g, e, r, s",C_-BMI_gAc34NaJcsbuFUQ,2
Yin Ji Chang Fen Rice Roll,4,$$,https://www.yelp.com/biz/yin-ji-chang-fen-rice-roll-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71583,-73.999336,"['delivery', 'pickup']","91 Bayard St, New York, NY 10013",+12122274888,(212) 227-4888,1967.1946241021692,"[{'text': ""Rice roll and congee, perfect combination!\n\nThey are heavily filled in one large roll unlike Joe's thinner versions.  The fish filet is a personal favorite..."", 'reviewer': 'Allen C.', 'reviewer_id': 'jZc7FX4P62FtgZ0i7lpISg', 'rating': 5}, {'text': ""Have been meaning to try this place out ever since they opened- which has been years!\n\nNever been to the original restaurant in Guangzhou, so I couldn't..."", 'reviewer': 'Pa T.', 'reviewer_id': '_gyYTAs_9zina_0Pn-KTtw', 'rating': 4}, {'text': 'Finally popped in to check out their rice rolls. The place is immaculate & the staff smiling & efficient. \n\nToday I tried their corn filled as well as the...', 'reviewer': 'Tom F.', 'reviewer_id': 'wVCbxT-CEal9kN_OvTrSrg', 'rating': 4}]",3,"B, r, e, a, k, f, a, s, t,  , &,  , B, r, u, n, c, h",nAcVK-Y1_ojsRF_04o-x-A,389
Bar Crudo,4,$$$,https://www.yelp.com/biz/bar-crudo-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.670226,-73.985768,"['delivery', 'pickup']","412 Fifth Ave, Brooklyn, NY 11215",+17187011894,(718) 701-1894,4157.884035761552,"[{'text': ""I had a really great experience here. Came for a quick bite and had a couple of drinks before we called it a night. \n\nHere's what we ordered:\n-  the..."", 'reviewer': 'Cat D.', 'reviewer_id': 'f3lH2sav685bMGi1lOMdRg', 'rating': 5}, {'text': 'You definitely should make reservations especially on the weekend. The place is very small.\n\nThey originally wanted to seat us by the door but it was...', 'reviewer': 'M A.', 'reviewer_id': 'QEvgjD61Dy3tynbPN8z88A', 'rating': 4}, {'text': ""We went here for Valentine's Day dinner. The place is small and narrow, I was thinking it will be bigger according to the pics.The girl who welcomed us was..."", 'reviewer': 'Nataliya K.', 'reviewer_id': 'Zd6fXlQ62O9G19et3CNnbw', 'rating': 4}]",3,"S, e, a, f, o, o, d",MYh3iKpuo1HQUoHUyzA0BQ,243
Gen Korean BBQ House,5,$$$,https://www.yelp.com/biz/gen-korean-bbq-house-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.73324,-73.98767,[],"150 E 14th St, New York, NY 10003",+16464426471,(646) 442-6471,2981.840540830629,"[{'text': 'The food was delicious and the service was quick. The songs in the restaurant were good and the servers were friendly. Gustavo helped with the great...', 'reviewer': 'Isaac A.', 'reviewer_id': 'OgVnDm9FCzrYSDNX60jazQ', 'rating': 5}, {'text': 'my friends and I had a great night\nThe food was very delicious and the restaurant was very cool.\nRachel was our server she was very friendly and made us...', 'reviewer': 'Jhonny M.', 'reviewer_id': 'yftrucMPLddgGzpqhZQoqg', 'rating': 5}, {'text': 'Recently some friends and I ate at Gen as a party of 10. Even though we came in on a Friday night without a reservation for such a big party, the staff was...', 'reviewer': 'Maddie G.', 'reviewer_id': 'snPdLmKrlS6vRC_SIHPdRQ', 'rating': 5}]",3,"K, o, r, e, a, n",_7_u6U5uwhDkVi7JJakyGA,110
Wadadli Jerk,3,,https://www.yelp.com/biz/wadadli-jerk-brooklyn-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.68488389324642,-73.94448556643819,[],"419 Putnam Ave, Brooklyn, NY 11216",+19176871508,(917) 687-1508,3823.1351006736463,"[{'text': ""To start the pork is super scrumptious and I'd highly recommend getting the sauce of your choice as a side (if that's doable. Definitely needs to be if it's..."", 'reviewer': 'Clari B.', 'reviewer_id': 'LO_uLZ2ya4VC4JSXqzSFKA', 'rating': 3}, {'text': ""Decent spot for Carribean food in a time when original great Carribean food spots are fading away. I've tried several dishes at Wadadli over the years...."", 'reviewer': 'Mark G.', 'reviewer_id': 'h_1UE0CxAf1Blt2Oigkxig', 'rating': 4}, {'text': 'Tried this spot recently and was able to chow down in a nearby park to get its full effect . Long story short , this is about average in taste . Chicken was...', 'reviewer': 'Kern C.', 'reviewer_id': 'esBstnWbnpKDQUfArd7J8Q', 'rating': 3}]",3,"C, a, r, i, b, b, e, a, n",c0rwFLc_xk8AG0vitOiK5g,16
& Sons,5,,https://www.yelp.com/biz/and-sons-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.66161,-73.95348,[],"447 Rogers Ave, Prospect Lefferts Gardens, Brooklyn, NY 11225",+17182810159,(718) 281-0159,5511.917813505916,"[{'text': 'When one of your male friends invites you (and just you) out to a ""Ham Bar,"" it could be construed as a sexual advance. However, no one is ever making...', 'reviewer': 'Peter D.', 'reviewer_id': 'ITa3vh5ERI90G_WP4SmGUQ', 'rating': 5}, {'text': 'We were bestowed a gift card for a Christmas, and wanted to use it as a special occasion -- it was the perfect spot to have a (late) Valentines Day dinner....', 'reviewer': 'Tony L.', 'reviewer_id': 'W-8nzvd9WQXoEg4---44Wg', 'rating': 4}, {'text': ""Salami cotto so good. I had to write about it. How's this sandwich good with no cheese? Absolutely bomb. Miso mayo me please! Lol.\n\nAnd the two people..."", 'reviewer': 'Adjoa N.', 'reviewer_id': 'xKe95psy3VOhMx-7Ez8gQA', 'rating': 5}]",3,"W, i, n, e,  , B, a, r, s",11VeHNc-R3PiLxQKK3_mig,29
Church Of Sweden,4,$,https://www.yelp.com/biz/church-of-sweden-manhattan-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.757225,-73.977386,[],"5 E 48th St, Manhattan, NY 10017",+12128328443,(212) 832-8443,5546.0846201997265,"[{'text': 'I had never had a Swedish cinnamon bun before, and this was a great place to try them. Note that the cafe in the Church of Sweden is located in the basement...', 'reviewer': 'Avanti J.', 'reviewer_id': 'daXViKMYHKZhI4enKeHXZQ', 'rating': 5}, {'text': 'Looking forward to trying the cinnamon buns some day soon, their cafe days are only Wednesday Saturday and Sunday because of Covid right now.\n\nAs another...', 'reviewer': 'Julia X.', 'reviewer_id': 'gZWmE7v8LS0KeqlwKWdHTA', 'rating': 5}, {'text': 'This is the strangest coffee shop in all of Midtown, tucked into the back of a Swedish church just off of 5th Avenue.\n\nYou have to buzz in at the front to...', 'reviewer': 'Liz S.', 'reviewer_id': '1bSo9vqRaZnl1mwsoZJP5g', 'rating': 4}]",3,"S, c, a, n, d, i, n, a, v, i, a, n",rgT1QspkBHKHb7MlliBeuA,6
Menya & Izakaya,4,$$,https://www.yelp.com/biz/menya-and-izakaya-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.6712,-73.98444,"['delivery', 'pickup', 'restaurant_reservation']","369 5th Ave, Brooklyn, NY 11215",+13473350629,(347) 335-0629,4039.336555075375,"[{'text': 'My friends & I were attempting to go to another resto in the area but after that restaurant was so unresponsive, we decided to find another place for dinner...', 'reviewer': 'Olivia S.', 'reviewer_id': 'TV0V5o9M9iVZihUAzm0PIw', 'rating': 5}, {'text': 'Truth be told, $15 for a bowl of ramen is a fairly good deal. I am not denying that. What bothers me is all the add-ins that make it more than it really...', 'reviewer': 'Matthew S.', 'reviewer_id': 'OffzzT2HDiiHTknbcVUQeg', 'rating': 3}, {'text': ""I enjoyed Menya. It's a cute, cozy and chill spot to grab some ramen. They have good choices of ramen, especially if you are vegan and don't want to eat..."", 'reviewer': 'Cristall G.', 'reviewer_id': 'sRnza3AQoM-8lbdgYcFpyw', 'rating': 4}]",3,"R, a, m, e, n",CJaOSBUYSQAJy7p0QVkkrA,74
Pierre Loti Mediterranean Kitchen& Bar,5,,https://www.yelp.com/biz/pierre-loti-mediterranean-kitchen-and-bar-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7361063,-73.9875442,"['delivery', 'pickup']","53 Irving Pl, New York, NY 10003",+12127775684,(212) 777-5684,3289.240641340925,"[{'text': 'love this place! best tuna tartar in the city hands down!', 'reviewer': 'Victoria I.', 'reviewer_id': 'GfMuSK2aF-mwRKGMZuf38g', 'rating': 5}]",1,"M, e, d, i, t, e, r, r, a, n, e, a, n",G8DEPbG7jeXO3Xcsbr6bkw,1
Tacoria,5,$$,https://www.yelp.com/biz/tacoria-jersey-city-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.721858,-74.044181,['delivery'],"24-26 Erie st, Jersey City, NJ 07302",+12017929041,(201) 792-9041,5734.946357709364,"[{'text': 'The restaurant has a really authentic taste! \nVegan friendly !\n Lovely ambience!\nRecommended : Golden Avocado Burrito', 'reviewer': 'Suraj D.', 'reviewer_id': 'Z_g7yTlzXtLMyAF9MX0zgA', 'rating': 5}, {'text': 'Love getting their carne asada burritos and Mexican street corn! Very flavorful and good portion. Their horchata is not really good but other than that def...', 'reviewer': 'Brenda M.', 'reviewer_id': 'yJ0-HeO1_oQ6F-PMO6ofoQ', 'rating': 4}, {'text': ""Amazing place for tacos and street corn! I would definitely come back again. I don't think you can go wrong with anything from the menu!"", 'reviewer': 'Anna M.', 'reviewer_id': 'JJg817Rg-M00MklGJr5cNA', 'rating': 5}]",3,"T, a, c, o, s",kJCjKpwcOFA1fal0fuNVRg,271
Genesis House,3,,https://www.yelp.com/biz/genesis-house-new-york-5?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.74149,-74.00846,[],"40A 10th Ave, New York, NY 10014",+18554440836,(855) 444-0836,4533.924285055477,"[{'text': ""One of the most delicious and unique fine dining experiences I've had in NY!! \n\nWe had the NYE tasting menu which consisted of many of their signature..."", 'reviewer': 'Alice T.', 'reviewer_id': 'An9wdVwsKCO0Y5JCb2diFA', 'rating': 5}, {'text': 'For a Korean fine dining experience, I would not go to Genesis House.  I was underwhelmed by the food and my Korean friends also agree.\n\nWith that said, the...', 'reviewer': 'Dong K.', 'reviewer_id': '3GHeltUuyrwHiHNb9khoxQ', 'rating': 3}, {'text': 'Food: 8/10\nAmbience: 9/10\nService: 9/10\n\nMy favorite was the the dessert! The Bampyeon (Chestnut Cream, Baked Yakgwa, Chestnut Custard) is like the Korean...', 'reviewer': 'Angie C.', 'reviewer_id': 'uRmQ0RCd2waz6IEd3oZ7LA', 'rating': 3}]",3,"K, o, r, e, a, n",quTCBKTDcP2MWRM8jqiAQg,86
Leyla,4,,https://www.yelp.com/biz/leyla-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.77882,-73.97834,"['delivery', 'pickup']","108 W 74th St, New York, NY 10023",+13473347939,(347) 334-7939,7950.8464298137915,"[{'text': ""Omg this place is delicious. I can't believe I hadn't been here before. There were so many things we wanted to try on the menu and everything we got was so..."", 'reviewer': 'Brigette B.', 'reviewer_id': 'pwSYZhkgQfBD8VFp4Qx8Uw', 'rating': 5}, {'text': 'I am so happy that I got to try Turkish food for the 1st time at Leyla because the food was delicious!! I would definitely love to come back to try other...', 'reviewer': 'Angie C.', 'reviewer_id': 'uRmQ0RCd2waz6IEd3oZ7LA', 'rating': 4}, {'text': 'Came here for dinner last month with some girlfriends! We were seated outside and the outdoor seating was quite cute (nice setup with lights, plants,...', 'reviewer': 'Gayathri D.', 'reviewer_id': 'Re7gwcnYKQDGapf4FVWwUA', 'rating': 4}]",3,"T, u, r, k, i, s, h",goKn7tKTIqpNPM_jR2yRCg,219
Bar Mario,1,,https://www.yelp.com/biz/bar-mario-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.676867170482815,-74.01367008804954,[],"365 Van Brunt St, Brooklyn, NY 11231",,,4472.3818404443755,"[{'text': ""That's a spicy spaghetti (said with a super mario accent)! This upscale Italian bar opened in January 2023, but seems to have hit its stride in March. They..."", 'reviewer': 'Matthew N.', 'reviewer_id': 'sgnig6myu0ljEMCgCFYnfg', 'rating': 4}, {'text': ""I was excited to make it to this dare-I-say Detroit-esque mahoganied Italian kitchen in Brooklyn's best neighborhood for hiding things from a crowd. They've..."", 'reviewer': 'Alan S.', 'reviewer_id': '-yEhhXT6URxh_yxHko5Gzg', 'rating': 4}, {'text': ""As someone who believes in the golden rule and the value of personal time, let me cut to the chase: don't go here! \n\nLooking for great Italian food in..."", 'reviewer': 'Cameron F.', 'reviewer_id': 't4A7GQhMO7qYtI_z6xkJ8g', 'rating': 1}]",3,"I, t, a, l, i, a, n",llaJFX_qOWTrlcXBZR0RyA,5
Kings of Kobe,4,$$,https://www.yelp.com/biz/kings-of-kobe-new-york-6?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.761172,-74.000307,"['delivery', 'pickup']","650 W 42nd St, New York, NY 10036",+16463705121,(646) 370-5121,6260.083121581876,"[{'text': 'Delicious burger! Was recommended this by a friend and this burger is simple without too may distractions or condiments or other ingredients. But just a...', 'reviewer': 'Christopher N.', 'reviewer_id': '9WvGijhd6q5o7ji95IKqpQ', 'rating': 5}, {'text': ""I've been meaning to try this restaurant for a while since I live so close to it and finally got the chance to with a friend a few months back.\n\nThe burger..."", 'reviewer': 'Bennett L.', 'reviewer_id': '0W1ZtRDURtv86lcubrOAGg', 'rating': 4}, {'text': 'First time trying Kings of Kobe. Great ambiance, food, and service. \n\nWe ordered the Duke of Lux of Burgers and the cheeses Olivieri Burger with a side or...', 'reviewer': 'Macarena H.', 'reviewer_id': 'lZiaz3ynINjXNPBVsECEug', 'rating': 4}]",3,"B, u, r, g, e, r, s",H26qMBb0OFNn2xmSTM1Phw,409
Senshi Ramen,2,,https://www.yelp.com/biz/senshi-ramen-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.70426587096305,-74.00971724900641,[],"100 Pearl St, New York, NY 10004",,,2617.194826642033,"[{'text': ""One of the better ramen places I've eaten from for a while. The bento box was very substantial and the black garlic ramen was very rich and flavorful. Would..."", 'reviewer': 'Matt L.', 'reviewer_id': 'O6Skt5Gss_9HH6sOo4bYzQ', 'rating': 5}, {'text': ""The best thing is the meat, perfectly tendered.\n\n*Signature Black Garlic Noodle - extremely lukewarm soup temperature, we got spicy but it wasn't spicy,..."", 'reviewer': 'Emi B.', 'reviewer_id': '3lODYQrvcGriv5Fc2JdPOQ', 'rating': 3}, {'text': ""Wow, what a rip off. $21 for a bowl of bad ramen. \nI know it's FiDi + inflation but the price is outrageous for tasteless ramen. \n\nI ordered the Signature..."", 'reviewer': 'Anna K.', 'reviewer_id': 'FBrFUJzKuwM0tDXfp0tJBg', 'rating': 2}]",3,"R, a, m, e, n",e7waIGDxL87Y2GXA-oK2Yw,26
wagamama - Murray Hill,5,$$,https://www.yelp.com/biz/wagamama-murray-hill-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.74909,-73.9754,"['delivery', 'pickup']","605 3rd Ave, New York, NY 10158",+16468133396,(646) 813-3396,4679.7285845965835,"[{'text': 'Steven was very nice and accommodating. Food was delicious (spicy salmon teriyaki) but needed some more spice or at least option of spice level.', 'reviewer': 'Reina C.', 'reviewer_id': 'Vbjmgphn1QAo4ivNkv2j6w', 'rating': 3}, {'text': 'We had a wonderful experience at the Murray Hill Wagamama location. Our waiter Kim was warm and attentive provided recommendations for dinner options. The...', 'reviewer': 'Kimberley C.', 'reviewer_id': 'GVRIkZ6YFxlU9hpdxWr0GA', 'rating': 4}, {'text': 'After a long cold day exploring the city, we decided on Asian food. Best decision.\n\nWe ordered \nTokyo fries - sweet potato fries with beef \nBoa buns\nShort...', 'reviewer': 'Nena T.', 'reviewer_id': 'F0nbXCR8gWoCLoyFInUarQ', 'rating': 5}]",3,"N, o, o, d, l, e, s",CgYWuNH0UHd5vp2vGgKflw,479
A-un Brooklyn,4,,https://www.yelp.com/biz/a-un-brooklyn-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.70416,-73.92799,"['delivery', 'pickup']","156 Knickerbocker Ave, New York, NY 11237",,,4304.041999962133,"[{'text': ""so good :) i can't believe i just discovered this place and will 100% come back. food and service was great"", 'reviewer': 'Shaiyena Z.', 'reviewer_id': '7-WHEYQHPl3IfW1CKBdByA', 'rating': 5}, {'text': 'A delightful experience through and through, both dine in and takeout. \nWhen I dined in, the service was good and attentive. Ordered a salmon bowl and their...', 'reviewer': 'Jun C.', 'reviewer_id': 'rGuHI3tzjP_jfxeWQhpL-Q', 'rating': 5}, {'text': 'Great little Japanese food joint in Bushwick, with an extensive sake menu. Their sushi sets are pretty good value for money. The garlic edamame appetizer is...', 'reviewer': 'Hayward L.', 'reviewer_id': 'Vj9DChgT_sej81tDKr3yGw', 'rating': 4}]",3,"J, a, p, a, n, e, s, e",m1LMuSbxtps7WNGM38scWA,17
