Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Kay J.,/user_details?userid=7xEZqlKskt2QyPHkfNIHFA,"Brooklyn, NY",9/24/2017,4.0,This place is great for bottomless brunches. The food was good and so were the drinks. The only suggestion that I have is to add the waffles to the bottomless brunch entre menu. Other than that is great.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dana G.,/user_details?userid=KxEBP5TD7FWW-0YcMQ_fMw,"Raleigh, NC",9/21/2017,5.0,Everything we ordered was delicious. And the Barry White Saved My Life is the best drink ever. Everything was 5 star and our waitress Vickie was a 10!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jaime E.,/user_details?userid=HV3dv858-84aChrhZm31HQ,"Albany, NY",12/16/2016,5.0,"We stopped by after the 9/11 museum with a group of 5. The restaurant has an open feel and a menu that can satisfy anyone from tacos to salads, everything was delicious. Good beers and cider on tap!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Janell A.,/user_details?userid=qMJBtVNUcS_nTNJfo6X6aw,"Brentwood, NY",12/9/2017,1.0,Upsetting I had 6 henny sours and a long island ice tea and it was as if I had 2 beers these people rob you! The henny sour was just lemonade.. left w. An upset stomach and the the LIT taste like medicine... bull,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
J K.,/user_details?userid=j6PdoQleH3a5_8wf7TFssQ,"New York, NY",3/2/2019,4.0,"Stopped by the Malt House after work one day with a few girlfriends. It was packed and a nice place for happy hour with all professionals. Since the upstairs was too busy, we went into the basement where it was a nice laid back vibe. They had some drink specials which was an added bonus. I would return.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Enrique G.,/user_details?userid=atjcMWRPh0uCMHevC-3hXw,"Brooklyn, NY",1/20/2017,5.0,"The malt house is fancy and sophisticated, yet relaxing and fun. Like its older sister on Thomson & Bleecker The Malt House on FiDi is always a great spot to stop by a drink after work or to meet some friend. And please, if you can check out the whiskey floor!!! Can't remember how I got home xD",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
fiona m.,/user_details?userid=alkDmY_GkCmNplojTYed-Q,"San Jose, CA",4/10/2017,5.0,"What a great find!! This pub had great food. We had a Wygu burger, the Mac n cheese and the yummy French fries. We sampled a few of the beers and then Trevor (not our server but maybe manager) helped my Husband find the beer on Untapped. From there he let us taste 4 other local NY beers. Fantastic experience all around! Would totally recommend stopping by for a snack, drink or lunch! (PS we also had our kids with us and they were happy - ages almost 9 and almost 6)",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Morgan R.,/user_details?userid=CIshnq1ZHY-1rre7Ie448g,"Larchmont, NY",1/21/2018,4.0,"Like this place a lot - good service and food, especially the burger. The only downside is it gets pretty crowded and noisy, so it's best to go during off-hours.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
James B.,/user_details?userid=_JPhCSiTrgIWMBmuFkhbRg,"Hayward, CA",5/31/2017,5.0,Bottomless mimosas ($18 for 2 hours) and great food... the perfect combination. Can't wait to stop by the next time I'm in NY!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sara W.,/user_details?userid=VjG_nm2QS3gemzIHY14XzA,"Middletown, NJ",5/16/2016,4.0,"Such a cute spot!  I came here for a holiday lunch with some colleagues and we had a great time.  Pretty big space with a rustic-chic atmosphere, there are at least 2 floors and we had the downstairs practically to ourselves.  We ordered a ton of apps, the onion rings and sliders stick out to me the most as being oh so yummy, but everything was pretty good.  I also had the chicken tacos as my entree, which was good, but I think next time I will try the fish tacos as some other people had them and they looked really good.  This place is awesome for happy hour, it always looks packed during that time and I absolutely want to come back here during the summer!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Stefanie R.,/user_details?userid=y9qvx8jeZNlAoss7EkbqvA,"Manhattan, NY",8/13/2017,4.0,"Excellent brunch!! B.E.C. was amazing, as was the avocado toast. Great atmosphere. Knowledgeable bartender. Awesome beer selection!!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kitn C.,/user_details?userid=hnncRBnP0isS-gBmmdxE-A,"Brooklyn, NY",5/21/2017,4.0,Their drink selection sucks for happy hour but their appetizers are a great deal. I really love their fries and MH sauce and it's probably the main reason I go there now lol.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jennifer R.,/user_details?userid=OvpWdHb3pNqnpbonzTVOWg,"Manhattan, New York, NY",3/22/2017,5.0,Cold craft beer. Great food. Fast service. Large televisions with every sports package. Two floors of seating.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kirsten K.,/user_details?userid=EoHMNDQqOVy-hTaCVmb00A,"Broadalbin, NY",8/8/2015,5.0,"Happened upon this place after some shopping at Century 21, which really builds up the appetite! Small menu but very interesting! My daughter had the Fried Chicken Waffle Club (pan fried chicken breast, avocado, bacon, romaine and chorizo gravy) and I had the Grilled Cheese (aged cheddar, andouille sausage, peppers, onions and chipotle aioli). Both were out of this world delish and came with amazing hand cut fries. I rarely eat more than 5 fries with anything I order but I polished off all of them...highly recommend this place and will return on our next visit!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
slapnuts m.,/user_details?userid=IXCwkI1gF0iGuKav0vmkyQ,"Harleton, TX",2/23/2017,4.0,"What a great place. I had the  wagyu burger and it was so flavorful and rich. WHEN I come here again, I'll have them hold the bacon (don't judge!) as the flavor of the wagyu can more than carry its own. The rest of the family enjoyed theirs as well. Great and cool vibe here.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michael H.,/user_details?userid=kLWnyJGhiB2Y20UMYv-iRA,"Montoursville, PA",10/15/2017,4.0,Gave the place a chance for breakfast and was pleasantly surprised. Everything tasted delicious!!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Arya N.,/user_details?userid=KhMrxbNCpAR1Etk6rQy97Q,"Newport Beach, CA",7/9/2017,5.0,Fantastic brunch and fantastic late night dinner. Had the Mac and cheese both for brunch and dinner. It was even better the second time. Avocado today is UNREAL. Best place I've eaten in a while.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hayley M.,/user_details?userid=cWsC9rsVe5UgWVttjvybzw,"Santa Rosa, CA",4/16/2017,4.0,"very fun place!  drinks are reasonably price and while we only had a few appetizers, the food was pretty good! Service was friendly, we came around 9pm on a Thursday and were sat immediately",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Benjamin W.,/user_details?userid=n6BMnPb8i838xWR_HbO9tg,"Jackson, MS",7/7/2017,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Samantha S.,/user_details?userid=RCFjDsINVXigf78xzYpuXw,"Manhattan, New York, NY",10/8/2017,5.0,"Best brunch place!! I have gone to this restaurant many times and could easily keep returning because of how good it is. Bottomless brunch is a fair price and they make it worth the money. Dinner is also amazing, many tasty options. Very spacious inside, great for big or small groups!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Evan C.,/user_details?userid=Kh936IXXx4NpfJViDyKBFw,"Clarksville, MD",2/13/2017,4.0,"Great local lunch spot with an extensive bar with a friendly atmosphere & staff. Brunch and lunch is excellent, and the venue doesn't feel cramped at all. If you are planning on going, I would recommend that you make a reservation, as this location is often quite busy.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Yajaira I.,/user_details?userid=HBkRDlUGc_Q4zbvJJeuhJw,"Bronx, NY",4/8/2017,5.0,Amazing relaxed atmosphere with delicious whiskey well made drinks. Beer selections was quite nice and bartenders very attentive.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Naomi M.,/user_details?userid=nIPv2p7nEtkyuoXWpxBa-w,"San Francisco, CA",9/21/2015,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Johanna D.,/user_details?userid=-1FB_GzzoZnE88YJL4fx8g,"Arlington, MA",8/27/2017,5.0,"Ok I can legit die now. Get the turkey BLT and thank me later. Also, see Sean, spelled the right way, at the bar because he's freakin awesome, makes great drinks and tells great stories!!!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jessica B.,/user_details?userid=ZjlWvr7Zogf_fJelORdmkA,"Financial District, Manhattan, NY",2/19/2018,1.0,Have been here before for happy hour and dinner and  thought it was a decent place. Wouldn't come back for brunch ever. The service was beyond slow - almost embarrassingly. We got bottomless brunch. I can kick back many a mimosa - I got 3 because the service was so slow. They got my cousins last drink wrong after she waited almost 45 minutes for it and we couldn't even tell them because we never saw the waitress again until after we paid the bill. Someone else had to bring us the bill even though she was still working. The waitress had a horrible attitude from the start and just seemed like she didn't want to be there. We asked for another drink at the end despite being slightly past our two hours ( didn't drink until 1 and it was 3:30)  to which she responded you're already 2 hours past your time. First how about check your math? Second don't back talk the customer EVER. We were polite the way we asked. We said well the service was a bit slow to which she back talked AGAIN and said well your drinks were full the whole time. Au contraire - my drink was empty almost the whole time maybe one person in our party had a full drink.  She could have just given us another round of the watered down mimosas but instead wanted to pick a fight which I think says a lot. She was despicable. The table was also TINY and we sat on stools which isn't my favorite. Overall won't be coming back from brunch. Might try happy hour again but not even sure of that.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Beth P.,/user_details?userid=OMYgbDsehip3EBPW7F171g,"Bergen County, NJ",10/11/2018,5.0,"After a really late start, we found this place around the corner from our hotel this past Saturday evening.  We got there about 10:30 pm and I was surprised to see the bar wasn't even that busy especially since there was a Yankees playoff game on!  We sat at the bar and were warmly greeted by the bartender.  This is a really spacious place and the decor is pretty nice.  We asked the bartender for some food suggestions and she was very helpful.  We decided to share the buttermilk chicken bites and the pork sliders.  The buttermilk chicken bites came with two kinds of dipping sauces and were in a really tasty batter and not greasy at all.  The pork sliders were awesome.  Very tasty and served with a cole slaw on top of them which gave them a nice kick.  This is definitely a great neighborhood place to come to as well as a good place to watch a sports event.  Would definitely come back.  And the Yankees won!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bethany D.,/user_details?userid=8_OG-xErni9ObcGkeelaFQ,"Philadelphia, PA",2/24/2017,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jeff K.,/user_details?userid=Z2iiuhNaRCYqw12cPhYNfA,"Chagrin Falls, OH",2/19/2017,3.0,Sunday brunch was a breakfast menu and Not a buffet.  Omelette & eggs Benedict were big w a nice greens salad.  Burgers and beer are the fare of choice.  Walking distance to 911memorial.  Server was ok,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ken H.,/user_details?userid=dzbQ-bebXkA7RKraat6RjA,"New York, NY",2/9/2017,4.0,"Came in for some good bar food and drinks and got exactly that. Steak sandwich was great... as were the fries, drinks, and other apps ordered.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Varsha V.,/user_details?userid=Aw8lPfXttIUwuPgxSRhHGQ,"White Plains, NY",2/5/2017,4.0,"It was a specialty beer pub, the lighting was gorgeous and very spacious. The bartenders were very helpful selecting our beers, and you can choose to taste them before you order one.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Troy J.,/user_details?userid=orZryrNMpFd1jZ54JIMUrg,"Oceanside, CA",4/18/2017,5.0,"Friendly people and good food. It has a bar feel, but with a elevated menu. I had the garlic chicken and it was spectacular. The service was excellent and the staff cares about this place. For the price, you won't find a better option.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tatiana H.,/user_details?userid=i-1z9aILHRck_eJs4kOiqg,"Arlington, VA",3/24/2019,3.0,"We tried Malt House for a Saturday brunch before going to see the Statue of Liberty. The food was OK, not great. I had the eggs Benedict and my husband had the special for the day which was some Mac-n-cheese waffle thing. The most disappointing part was my mimosa - it had almost no carbonation at all as it had been pre-prepared (they have a $25 bottomless option and it appeared drinks were pre-mixed in pitchers). The service and the ambience were worth 3 stars, but better food and drink can be found elsewhere in NYC.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jessica F.,/user_details?userid=1vsrIE-VoO3YmX7asziiTQ,"Astoria, Queens, NY",1/9/2016,4.0,"This is one of my favorite places for lunch/dinner in the FiDi area.  The service is always welcoming and friendly.  It can get pretty crowded around happy hour but happy hour ends at 6:00PM and it usually clears out a bit a little after that.  During happy hour they offer select drafts for $5.00 and liquor & certain wine for $6.00.  They also have a few apps they offer for $5.00 during HH as well.  Of these apps, my friends & I usually share the buttermilk chicken bites & cheese curds which are really good.  For lunch/dinner, my favorites are the buttermilk fried chicken sandwich and malt house burger.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joe G.,/user_details?userid=XZ-n4KT2stREB2uPc_A0gQ,"Boston, MA",8/20/2017,5.0,Had a great experience at the Malt House. Great selection of American beers. I thought the malt house Amber was one of the nicest I tasted on holidays in the U.S. great food and service too.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle R.,/user_details?userid=DeP-XBTwL8pRYjfr83RWCA,"Bethesda, MD",11/23/2015,3.0,"The Malt House was okay.  Stopped by for HH and nothing I ordered wow-ed me or made me feel like I had to come back (e.g., oysters were underwhelming - couldn't get through them, truffle fries weren't very truffley, and I'll say the fried pickles were better than average); though I will say the service was very friendly and prompt, and the atmosphere is lovely (doesn't look like a restaurant that'd be in this area of town)!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Angela Y.,/user_details?userid=1I8MlqfZIsCXAP1aK_iRcw,"New York, NY",11/27/2016,4.0,We were in FIDi looking for a place to dine that wasn't too fancy or too casual. The Malt House was the best of both worlds. The decor and atmosphere was comfortable yet true to the fall theme. They served drinks in mason glasses! We ordered steak salad and steak with fries. The waitress was also super nice and checked on us twice to make sure we were happy with our food and our drinks. Too. As we missed out on happy hour!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
C M.,/user_details?userid=iygdURdCk6X53UH91Kly0A,"Pompano Beach, FL",2/16/2019,4.0,"Ask for Christina! Great service, great music, awesome libations selection! Great social aspect at the bar. Visiting patrons very friendly. Worth a stop.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Allie K.,/user_details?userid=LbYwkJyNoHrU1uEAZGQVbw,"New York, NY",1/21/2018,1.0,"This is a nice bar, very spacious, nice decorations clean, etc. However, I was here this evening and did not have a good experience. I had been out with a few girlfriends previously in the day, which I understand may be annoying, but we did not bother anyone and sat at the bar to order a drink. The bartender thought it would be hilarious to make fun of us, not just once but many times throughout the night. I can take a joke, but it was rude and mean, especially when we were paying customers. There were also two men sitting a few feet away, and he did not seem to find the need to bother them in the way he was bothering us. He went out of his way to ask if we had work tomorrow, which was judgmental and uncalled for. I encounter rude and ignorant men constantly, and the last place I want to encounter it is at a late nights bar on a Sunday night, which is why I'm rating this 1. Don't be fooled by his Irish accent ladies",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah B.,/user_details?userid=FgjcIXEQDJiRR7dOijnRjw,"New York, NY",9/11/2016,5.0,"This is a great place for large groups! The Malt House FiDi came through for my wife and I when we were looking for a hang out spot for our family and friends who traveled in for our wedding weekend. The management and staff were incredibly helpful and reserving some tables for us, and as our group grew larger throughout the evening the good service did not subside. This was the perfect place for all of our guests to gather and catch up to kick off a great weekend. We had such a good time the first night, that we came back the day after the wedding for some late afternoon cocktails. The staff remembered us and greeted us with a champagne toast for the table. Everyone loved the food, beer, and cocktails, and this place is definitely Gluten-Free friendly. We will definitely be back!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah Z.,/user_details?userid=TVLZxDdYMGqdipY_c3p6kw,"Chicago, IL",9/15/2015,4.0,"Solid spot. Good drinks, gooooood food. The buttermilk bites are really good, the truffle fries are different (they are friggen huge and come in 9s) Not overly crowded or douchy. Service was spot on. Zero complaints.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Anamika D.,/user_details?userid=bUqeT4XCnsvHpthYcZxykA,"Manhattan, New York, NY",1/14/2019,5.0,"Great spot. Only been to lunch and happy hour, not sure what the dinner scene is like but a great experience every time.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christen W.,/user_details?userid=GKrN0BteHAddNB51Cl5l8g,"New York, NY",1/7/2016,3.0,"Limited but yummy brunch menus! The location was great, and ambiance was beautiful! Slightly pricey for a group of young 20 somethings.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Luis Fernando P.,/user_details?userid=wACMCUh9-2jpfku7TRZoBw,"Manhattan, NY",12/27/2016,5.0,Excellent draft selection nice ambience awesome service . Highly recommend for the non traditional tourist.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hamilton W.,/user_details?userid=h_4y0Z-l-4YIjqbWcZf7Ng,"New York, NY",4/15/2016,4.0,"Very nice place. Can get a little loud but nothing too crazy. They have decent amount of space, and pretty good bar food (fries, nachos) and probably good courses. Bar area is long, but always full. They have great selection of beer, but can be a bit pricey. Definitely one of the better beer bars in Fidi, might be my favorite!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Roger M.,/user_details?userid=umFJewo7CrjNQIgaSb05Aw,"Agoura Hills, CA",9/24/2018,1.0,Overpriced and fish was fishy. Not worth it. The waiter didn't even notice I didn't eat my meal. Maybe they should pay attention.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Laura H.,/user_details?userid=VE1fVfb0tZjqc9FAKNq4fg,"Walnut Creek, CA",9/14/2015,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Daisy C.,/user_details?userid=Kt_bC49CUOjG4mXHERdi1A,"Nashville, TN",12/11/2018,4.0,"We went The Malt House because it was across from our hotel. I had fish tacos, they were delicious. I didn't give 5 stars because the music was so loud that you cannot even have a conversation without shouting. But overall it was a good experience. If I stay downtown area next time, I probably order to go instead of dine in.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Brandon N.,/user_details?userid=0mGWXLtJvb07icn8gxGv0w,"New York, NY",3/11/2019,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hayley Anna W.,/user_details?userid=AqSvkO7uOrXz1C6bLgM1VA,"Melrose, MA",3/10/2019,5.0,This place is amazing. In NYC for the weekend we Got a bunch of apps. Great American food,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
