Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Myron M.,/user_details?userid=xv7nIg8qg1eBF92DOVX3JA,"Valencia, Valencia, CA",4/7/2019,5.0,"Pre theater dinner Saturday.  Our waiter, Max, guided us through the menu.  Had the Crab crostini appetizer, white veal bolognese pasta, chocolate rice pudding.  One of the best meals I've had in a long time.  Wonderfully done.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cindy F.,/user_details?userid=rhZTOWGlumWSuvclB3ZLfg,"Buffalo, NY",2/7/2015,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tim H.,/user_details?userid=SMIlDahlmtwr3KZijF0qIA,"Furlong, PA",9/14/2014,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kevin C.,/user_details?userid=lAgLPUlORUMd9j5QeZJRaA,"Ithaca, NY",4/3/2017,4.0,"Blue crab appetizer is amazing. They did serve us really quickly, not rushed, but definitely feels like the meal could've been enjoyed in a slower pace",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nelya I.,/user_details?userid=DQcxh2aq7EKCURR2jGsGgA,"New York, NY",7/20/2017,5.0,"One of my favorite places in NYC. Cant reach me? Means I'm there, occasionally spending my time on the terrace, reading the book and just watching people passing by. This place has an exceptional ambience and very tasty dishes! Did not eat croissants for years now, but there had to try it since it looked so appealing! Best service you will see in town!",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Peter F.,/user_details?userid=thf2a_39htkfd2QsB0ZeKQ,"Englishtown, NJ",3/28/2019,5.0,Interestingly enough currently this place is #34 on the best restaurants in Tribeca list. I was really impressed with lamb meatballs! Great cocktails and nice atmosphere. Very reasonable for this type of place. A+++,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Oanh T.,/user_details?userid=CXKptjJG5g0qhreV3I3RYA,"San Jose, CA",10/1/2013,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ray S.,/user_details?userid=RZXZCWg-qbAdtzf6AJ1kCA,"Brooklyn, NY",4/10/2014,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Steven J.,/user_details?userid=LG-FOXQL0zUcRQuqkhq-Zg,"Phoenix, AZ",10/16/2016,5.0,An American style Italian gourmet dinner indeed. The brisket ravioli was delicate a rich and the wine was deep and fantastic. The service is 5 star along with the dark romantic decor.,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ron D.,/user_details?userid=tEdYgZRDxtmMXHyGBVLptg,"Manhattan, NY",3/19/2017,1.0,"This ranks as the most overrated brunch I recall in a long time. Food was mediocre at best, sloppily presented and overpriced by at least 30%. Avoid brunch. I may give it try for dinner/homemade pasta.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Elle C.,/user_details?userid=OMXwTZVpp8r95npM9N-hMA,"Manhattan, NY",6/13/2014,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Grace N.,/user_details?userid=_4aYZJqk9n3kzFBzApC1Hg,"New York, NY",5/23/2015,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mark S.,/user_details?userid=jgAjvkTk7FrCeTMY3hMZIA,"Cincinnati, OH",11/16/2016,4.0,"Two for dinner last night. We had an early dinner so the restaurant didn't get crowded till half way through our meal, we felt rushed to order and move along at first but once it was crowded service slowed to a reasonable pace. Food was good not spectacular, except maybe for the chocolate themed dessert. Energetic atmosphere, a bit crowded between the tables.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sheila E.,/user_details?userid=nIv8MmwfIWnxvhYZrokVag,"Portland, OR",5/26/2014,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Harris B.,/user_details?userid=Iu4dbRDcXlG2Dzehj9zqyQ,"FOREST HILLS, NY",7/9/2014,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shuchi M.,/user_details?userid=LyOX0liTm1yZaF_N5xjnDA,"New York, NY",12/3/2013,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Monica C.,/user_details?userid=P2kvB7NARJTDrSm4LehFpw,"Greenwich Village, Manhattan, NY",11/12/2014,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rebecca V.,/user_details?userid=aW5YtCn8VRXtLdJUJLCtmg,"Nolita, Manhattan, NY",3/3/2016,1.0,"The rudest service ever. We came here for my birthday lunch, while we waited for our table we had a drink at the bar. The barman was so rude, he yelled at us for asking twice for water then screamed at me when I asked him about an item in the menu. I was so hurt we decided to cancel our table and go somewhere else. Teach your staff some manners. My husband works nearby but I'll never come here again.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Marie R.,/user_details?userid=ZaNtt3_-xWOKImLmMCE-Ow,"Los Angeles, CA",10/18/2015,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Letitia L.,/user_details?userid=RrA7yK8GQT5SspTr-N_2aQ,"New York, NY",1/21/2014,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shruti K.,/user_details?userid=Irmk76b80fFDBI2XpKLHDA,"Brooklyn, NY",11/11/2013,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Yarelis V.,/user_details?userid=8t_IznIqPMlS1C2VZavERg,"Downtown Brooklyn, Brooklyn, NY",1/25/2014,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Thi T.,/user_details?userid=zq_4n9IuLcTWP3RbqTjo5g,"Manhattan, NY",11/14/2017,1.0,"When you pay $26 for a pasta dish (pre-tax and pre-tip), you'd expect the food to be phenomenal.  Unfortunately, the taste was average and we found not one, but two hairs (one of the hair was small and curly...) in the same dish. This place is a bit overrated and overpriced.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Aida M.,/user_details?userid=6h67jkbSJKu2413SIgzLyw,"Midtown West, Manhattan, NY",12/5/2016,5.0,"Great service, delicious food. Atmosphere is excellent and upscale. Staff is very attentive. Tried the smoke salmon appetizer and the pasta filled with butter squash and nuts, simply delicious!",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
DineGirl K.,/user_details?userid=YNKOTg82VLzWPAhjLfsycA,"Manhattan, NY",12/23/2013,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Amy D.,/user_details?userid=xee5YZVUsrDAuFZvhQpUrw,"Manhattan, NY",8/18/2013,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Leslie G.,/user_details?userid=MAlbpF1i4u7K5iPMe0lbBQ,"New York, NY",7/8/2013,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Amanda A.,/user_details?userid=jTU2mL3evQd24Pmwhy1Dug,"Manhattan, NY",3/28/2017,4.0,"Would have given five stars if we could still order the old lasagna verde! Still has a charming  atmosphere, a strong cocktail list and impeccable service.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Asuka N.,/user_details?userid=CJmtS1Uk1KSsY2MWol_E7g,"New York, NY",3/11/2014,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ana W.,/user_details?userid=Mz1jFF5pvT6pax4BZP-8sw,"Hoboken, NJ",9/15/2016,5.0,Place is still great. I was running super late today and they were so helpful in holding our table for a few extra minutes. Specifically the host w long dark hair and wooden bow tie was so helpful and sweet about everything. Class A service.,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
VIORICA C.,/user_details?userid=fR5_zmZKaW_YOIEOJaZc9g,"San Francisco, CA",9/5/2016,2.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Stef S.,/user_details?userid=yBByHjBmvXVWOJVR5HWjcg,"Washington, DC",10/14/2013,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Helen B.,/user_details?userid=ASsznAAjSCiQMhDR2OJOfQ,"New York, NY",6/18/2013,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alina T.,/user_details?userid=0sfIGNwGiRIDQu_xbI89mw,"Miami, FL",8/29/2014,5.0,Delicious food and great atmosphere! Very clean and the staff is very friendly. This place gets booked pretty therefore I would recommend on making a reservation.,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah L.,/user_details?userid=b4a7P9uKHeLlT1NCs_GHmw,"New York, NY",2/23/2019,1.0,We've been here 5 times. They tried to switch the wine vintage and then serve a subpar pasta. I'm very disappointed.,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alison L.,/user_details?userid=tClCuqYjoPk_Q9U_u2owoA,"Atherton, CA",7/28/2013,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rudolph G.,/user_details?userid=yljUafYFCV3sdEc5zAoERw,"Troy, NY",8/24/2016,4.0,"Locande Verde is a solid italian restaurant. The food and service is good. Interesting wine list. It is very hard to get a table at this restaurant. While I think it is good and would return, I do not think it is as good as the hype.",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Brian S.,/user_details?userid=OyQGlSYK6r1Be1nEa7lwpQ,"Hoboken, NJ",12/12/2014,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cici T.,/user_details?userid=xExFffLMwG2V6-709f3oFg,"New York, NY",5/4/2013,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Eric K.,/user_details?userid=YkJ61BgbYEQO2quoU8mcbA,"New York, NY",1/7/2010,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Brittany S.,/user_details?userid=skQ1BRsa15VSDCxnNLL4eg,"Manhattan, NY",9/16/2013,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Luarnie B.,/user_details?userid=S1Dj-76mtw4_zfbTXIS_qw,"San Mateo, CA",4/11/2012,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sara E.,/user_details?userid=8MUbEirRpX4qwiQhj0SWfA,"Jersey City, NJ",3/20/2011,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lissa V.,/user_details?userid=iL6zTnqpPX5lgyLnW_qAEg,"New York, NY",5/20/2011,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Franklin B.,/user_details?userid=yPvD7TmndFmZOgNsG11GRQ,"Queens, NY",8/11/2010,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Collin P.,/user_details?userid=gGDtFaUEOOc8ggjG4m0oew,"Seattle, WA",10/31/2013,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Liza L.,/user_details?userid=8oyND3-BMT6AnhlMxh28-w,"Manhattan Beach, CA",3/31/2013,1.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ida C.,/user_details?userid=Ss6Fz9oK7HCOvYllxpdwEw,"Singapore, Singapore",7/15/2010,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jen C.,/user_details?userid=k8S-LkbwbLaTZCuqkFXbQg,"New York, NY",4/25/2010,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dan T.,/user_details?userid=wkghUg2_ba0pzwsEiDy8iA,"New York, NY",7/4/2012,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christine D.,/user_details?userid=sUKeV_NuIxNJkh9wtzSQ9w,"Manhattan, NY",1/12/2015,5.0,"This place is AMAZING! I came here for a private event. We were seated in the gorgeous back room and had four unbelievable courses. My absolute favorite was the Sunday Night Ragu pasta. I  typically wouldn't order this dish, but was a very pleasant surprise! I've been raving about this place for weeks and can't wait to go back!",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joe S.,/user_details?userid=rzJtPIJ-eRTHQCuAXW37Tg,"Phoenixville, PA",7/15/2014,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sally C.,/user_details?userid=dIAkWV0WhRIUyznZXSot1g,"San Francisco, CA",3/18/2013,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michael U.,/user_details?userid=U4INQZOPSUaj8hMjLlZ3KA,"Las Vegas, NV",3/6/2011,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
S S.,/user_details?userid=zSuq3SEYCg4G6Tq8NxLkMw,"New York, NY",1/8/2017,4.0,I really enjoy dinning at Locanda Verde. We come here with kids for brunch or early dinner and have never left disappointed.,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bryan C.,/user_details?userid=oV_baOcy7TRuuxeQxvewzw,"New York, NY",8/23/2011,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rosa H.,/user_details?userid=tExacbSQHVCJD3xGzgxhfA,"Corona, NY",7/12/2014,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alex T.,/user_details?userid=0CUUL1KjPE159tb45hYC0Q,"New York, NY",5/26/2009,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ben K.,/user_details?userid=X-OII5M_BkUxy-ptrvBrXQ,"New York, NY",4/14/2010,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bill T.,/user_details?userid=wzyGNvArcpUjZauRWFrKHA,"New York, NY",9/22/2011,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Diane L.,/user_details?userid=v5xqmtmMEUnZaBQ3p-zQQQ,Hong Kong,4/16/2012,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alexa E.,/user_details?userid=vHg7xpB_K7C3dizAg28BSg,"Miami, FL",1/2/2015,3.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Dominick Q.,/user_details?userid=oQSiEraqJ0R9O29OV3Eafw,"Manhattan, NY",3/13/2011,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lauren M.,/user_details?userid=uyAqdLyscWWJ0KSpyXt4eQ,"London, United Kingdom",10/25/2016,4.0,"A group of us came here for a brunch based on the food reviews we had heard and were impressed! I'd written on the reservation that we had one stroller and they took that in account and gave us a table at the back with space to put it which was much appreciated. The food was really good, I had the lemon ricotta pancakes which I really enjoyed. It's a bit more expensive than your average NY brunch spot but I'd definitely go back!",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sean S.,/user_details?userid=LAX-mM-cOJ2ownL-waC8ww,"Manhattan, NY",9/20/2009,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah B.,/user_details?userid=OxbN2MVeKNWCm_7X-9Sb6Q,"Manhattan, NY",12/30/2016,5.0,"One of my favorite restaurants in the city. Great food and wine, great service- always a wonderful experience",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Skye W.,/user_details?userid=cmAHVj0b5Wz5Tun6Op0ksw,"San Francisco, CA",11/4/2010,5.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Josephine L.,/user_details?userid=7-xiDHIrf824DerLfX9nhA,"New York, NY",8/21/2011,4.0,No comment,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
